ra,dec,phot_g_mean_mag
38.57139008103011,69.35093388277853,10.870459
35.31195804002817,67.56138721776439,11.495544
35.18481477551643,67.62419870293026,11.879233
34.97584033955852,67.66898077723249,11.380888
34.57097784169668,67.72546056235305,10.463678
34.38147453593462,67.83605335337136,8.821972
35.50774873171864,67.70401453152326,10.502939
35.53153824010297,67.71161551266688,9.507923
35.59816547201925,67.7824137666255,8.630314
35.096043334699154,67.75850814981858,11.640686
35.23399310340768,67.92227724866798,10.998372
35.71381324887593,67.84419401457997,11.611433
35.72947618528527,67.86101280639299,10.221415
35.56397731608142,67.83815166100221,10.209403
35.54715491292474,67.93417628882457,10.52802
35.54651094906224,67.95331537474615,11.969739
35.512453101372,67.95475617330422,11.96554
35.33131627003215,67.94189045409168,11.338052
35.54045958040659,67.99920748701834,8.492629
35.57177993089914,68.0222583509706,11.425017
35.504901583714194,68.06956100095468,11.688393
35.18083716782968,67.961994186548,11.524653
35.181403684828474,67.9621221660817,11.450875
34.62543117153429,67.94096966134364,9.879459
34.721693598764276,67.95999628303261,11.624932
35.287958182295284,68.07432541580569,10.39174
35.33934035132416,68.0812027959724,9.439803
35.35083481851579,68.10913809260335,9.005036
35.35659118532813,68.10377552683754,11.347804
35.041451669216706,68.06474100228834,11.576496
34.964465135793645,68.07682899800632,10.704574
35.0643505995138,68.1155768906323,11.734038
35.17694886611396,68.26717395692853,10.896403
35.0294057193209,68.26549539262513,11.791579
34.38724211043519,67.94521243454705,10.263827
33.970680218993635,67.93270288014797,11.262567
33.86945867570394,68.00482358665239,11.933169
33.90487625742575,68.100483535487,11.087455
33.90543768136481,68.10045856355211,10.949305
33.781899390167105,68.10154733920807,11.047435
33.78055975767002,68.12071458597485,9.653813
33.80052489501261,68.13156692927512,11.908659
33.609880627932355,68.12738019998854,8.030763
33.477066806901824,68.14581844205729,11.399873
33.587818904039345,68.19168187015728,11.797012
34.49390744047898,68.05242157258574,10.4262
34.41969606637593,68.12035736789154,11.099861
34.57289476756754,68.19666203519375,11.655949
34.449730086451254,68.25599647190789,11.534518
34.65409640188231,68.35578861814228,11.101669
